"PEN","PCT","Count","Total","95% CI",
12/20/24,     19 ,   14  , 74 ,     18 ,   2 , 11 ,     1,,,,
01/10/25,     19 ,   12  , 63 ,     19 ,   2 , 11 ,     1,,,,
01/31/25,     22 ,   15  , 68 ,     21 ,   3 , 14 ,     3,,,,
02/21/25,     19 ,   12  , 63 ,     18 ,   6 , 33 ,     4,,,,
03/14/25,     13 ,    9  , 69 ,     13 ,   2 , 15 ,     1,,,,
04/04/25,     12 ,    7  , 58 ,     12 ,   0 ,  0 ,     0,,,,
04/25/25,     15 ,    7  , 47 ,     15 ,   1 ,  7 ,     1,,,,
05/16/25,     18 ,   11  , 61 ,     18 ,   0 ,  0 ,     0,,,,
06/06/25,     22 ,   10  , 45 ,     22 ,   2 ,  9 ,     2,,,,
06/27/25,     34 ,   15  , 44 ,     34 ,   2 ,  6 ,     2,,,,
07/18/25,     53 ,   27  , 51 ,     53 ,   4 ,  8 ,     2,,,,
08/08/25,     67 ,   34  , 51 ,     67 ,   5 ,  7 ,     4,,,,
08/29/25,    106 ,   48  , 45 ,    105 ,   2 ,  2 ,     1,,,,
09/19/25,    126 ,   79  , 63 ,    125 ,   7 ,  6 ,     6,,,,
10/10/25,    123 ,   65  , 53 ,    122 ,   2 ,  2 ,     2,,,,
   Total ,    714 ,  393  , 55 ,    707 ,  49 ,  7 ,    35,,,,
"Date","Br Elig","Bred","Pct","Pg Elig","Preg","Pct","Aborts","","","",
11/08/24,     75 ,   35  , 47 ,*    66 ,   9 , 14 ,     3,,,,
11/29/24,     83 ,   41  , 49 ,*    69 ,   8 , 12 ,     2,,,,
12/20/24,     78 ,   54  , 69 ,*    65 ,   5 ,  8 ,     1,,,,
01/10/25,     64 ,   31  , 48 ,*    50 ,   4 ,  8 ,     1,,,,
01/31/25,     56 ,   27  , 48 ,*    46 ,   6 , 13 ,     1,,,,
02/21/25,     52 ,   26  , 50 ,*    42 ,   5 , 12 ,     0,,,,
03/14/25,     43 ,   26  , 60 ,*    34 ,   2 ,  6 ,     0,,,,
04/04/25,     34 ,   17  , 50 ,*    26 ,   3 , 12 ,     0,,,,
04/25/25,     28 ,   16  , 57 ,*    25 ,   5 , 20 ,     1,,,,
05/16/25,     24 ,   10  , 42 ,     22 ,   2 ,  9 ,     0,,,,
06/06/25,     31 ,   12  , 39 ,*    28 ,   3 , 11 ,     2,,,,
