"PEN","PCT","Count","Total","95% CI",
   Total ,   3630 , 2458  , 68 ,   3544 , 838 , 24 ,    70,,,,
"Date","Br Elig","Bred","Pct","Pg Elig","Preg","Pct","Aborts","","","",
09/20/24,     15 ,    6  , 40 ,     14 ,   0 ,  0 ,     0,,,,
10/11/24,     18 ,   10  , 56 ,     18 ,   3 , 17 ,     3,,,,
11/01/24,     21 ,    8  , 38 ,     21 ,   4 , 19 ,     3,,,,
11/22/24,     21 ,   16  , 76 ,     21 ,   2 , 10 ,     1,,,,
12/13/24,     26 ,   13  , 50 ,     25 ,   6 , 24 ,     2,,,,
01/03/25,     19 ,   13  , 68 ,     18 ,   2 , 11 ,     1,,,,
01/24/25,     22 ,   10  , 45 ,     21 ,   1 ,  5 ,     1,,,,
02/14/25,     22 ,   16  , 73 ,     21 ,   7 , 33 ,     5,,,,
03/07/25,     16 ,   12  , 75 ,     16 ,   3 , 19 ,     2,,,,
03/28/25,     16 ,    7  , 44 ,     16 ,   1 ,  6 ,     1,,,,
04/18/25,     19 ,   12  , 63 ,     19 ,   1 ,  5 ,     1,,,,
05/09/25,     22 ,   11  , 50 ,     22 ,   0 ,  0 ,     0,,,,
05/30/25,     28 ,   13  , 46 ,     28 ,   1 ,  4 ,     1,,,,
06/20/25,     55 ,   20  , 36 ,     55 ,   2 ,  4 ,     2,,,,
07/11/25,     93 ,   47  , 51 ,     93 ,   6 ,  6 ,     5,,,,
08/01/25,    127 ,   61  , 48 ,    127 ,   7 ,  6 ,     5,,,,
08/22/25,    187 ,   88  , 47 ,    187 ,   4 ,  2 ,     3,,,,
   Total ,    727 ,  363  , 50 ,    722 ,  50 ,  7 ,    36,,,,
"Date","Br Elig","Bred","Pct","Pg Elig","Preg","Pct","Aborts","","","",
09/20/24,     71 ,   38  , 54 ,*    58 ,   4 ,  7 ,     0,,,,
10/11/24,     68 ,   32  , 47 ,*    57 ,   8 , 14 ,     4,,,,
11/01/24,     67 ,   32  , 48 ,*    59 ,   7 , 12 ,     1,,,,
11/22/24,     73 ,   37  , 51 ,*    66 ,   8 , 12 ,     2,,,,
12/13/24,     81 ,   53  , 65 ,*    63 ,   5 ,  8 ,     3,,,,
01/03/25,     68 ,   40  , 59 ,*    54 ,   6 , 11 ,     1,,,,
01/24/25,     56 ,   24  , 43 ,*    47 ,   4 ,  9 ,     0,,,,
02/14/25,     52 ,   24  , 46 ,*    44 ,   5 , 11 ,     1,,,,
03/07/25,     49 ,   28  , 57 ,*    39 ,   2 ,  5 ,     0,,,,
03/28/25,     40 ,   22  , 55 ,*    30 ,   4 , 13 ,     0,,,,
04/18/25,     31 ,   15  , 48 ,*    26 ,   5 , 19 ,     1,,,,
05/09/25,     29 ,   12  , 41 ,     27 ,   2 ,  7 ,     0,,,,
05/30/25,     35 ,   12  , 34 ,     33 ,   2 ,  6 ,     1,,,,
06/20/25,     46 ,   22  , 48 ,     42 ,   7 , 17 ,     6,,,,
07/11/25,     53 ,   21  , 40 ,     52 ,   5 , 10 ,     3,,,,
08/01/25,     94 ,   43  , 46 ,     90 ,  10 , 11 ,     5,,,,
