"PEN","PCT","Count","Total","95% CI",
        1 , 64 ,   21 ,   33 ,047-78,
        2 , 62 ,   28 ,   45 ,048-75,
        5 , 50 ,   12 ,   24 ,031-69,
        6 , 38 ,   10 ,   26 ,022-57,
        7 , 60 ,    6 ,   10 ,   -  ,
        8 , 50 ,    8 ,   16 ,   -  ,
Total     , 55 ,   85 ,  154 ,047-63,
"Date","Br Elig","Bred","Pct","Pg Elig","Preg","Pct","Aborts","","","",
01/19/26,     93 ,   77  , 83 ,     91 ,  26 , 29 ,     4,,,,
02/09/26,    115 ,   67  , 58 ,    115 ,  21 , 18 ,     2,,,,
03/02/26,    119 ,   59  , 50 ,    119 ,  23 , 19 ,     4,,,,
03/23/26,    113 ,   89  , 79 ,    113 ,  40 , 35 ,     0,,,,
04/13/26,    159 ,  109  , 69 ,    159 ,  44 , 28 ,     1,,,,
05/04/26,    158 ,   98  , 62 ,    158 ,  42 , 27 ,     1,,,,
05/25/26,    130 ,   77  , 59 ,      0 ,   0 ,  0 ,     0 ,,,,
06/15/26,     99 ,   76  , 77 ,      0 ,   0 ,  0 ,     0 ,,,,
   Total ,   1350 ,  861  , 64 ,   1344 , 268 , 20 ,    31,,,,
"Date","Br Elig","Bred","Pct","Pg Elig","Preg","Pct","Aborts","","","",
03/31/25,     35 ,   18  , 51 ,*    27 ,   4 , 15 ,     0,,,,
04/21/25,     24 ,   16  , 67 ,*    19 ,   4 , 21 ,     1,,,,
05/12/25,     17 ,    6  , 35 ,     16 ,   1 ,  6 ,     0,,,,
06/02/25,     20 ,    9  , 45 ,     17 ,   2 , 12 ,     1,,,,
06/23/25,     22 ,   11  , 50 ,*    19 ,   1 ,  5 ,     1,,,,
07/14/25,     22 ,   12  , 55 ,     22 ,   6 , 27 ,     4,,,,
08/04/25,     25 ,   18  , 72 ,     23 ,   5 , 22 ,     2,,,,
08/25/25,     43 ,   26  , 60 ,     40 ,   2 ,  5 ,     1,,,,
09/15/25,     56 ,   41  , 73 ,     51 ,   4 ,  8 ,     3,,,,
10/06/25,     89 ,   61  , 69 ,     81 ,  11 , 14 ,    10,,,,
10/27/25,    130 ,   90  , 69 ,    128 ,   4 ,  3 ,     2,,,,
11/17/25,    215 ,  137  , 64 ,    212 ,  24 , 11 ,     8,,,,
12/08/25,    316 ,  210  , 66 ,    312 ,  65 , 21 ,     7,,,,
12/29/25,    314 ,  216  , 69 ,    310 ,  91 , 29 ,     8,,,,
01/19/26,    322 ,  229  , 71 ,    321 ,  70 , 22 ,     3,,,,
02/09/26,    393 ,  260  , 66 ,    393 , 103 , 26 ,    10,,,,
03/02/26,    396 ,  293  , 74 ,    392 , 102 , 26 ,     7,,,,
